,0,1,2,3,4,5,6
0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,2.526,43.0,0.024,2.872,0.0,0.6809999999999999,0
2,2.65,4.0,0.006,4.178999999999999,0.0,0.644,0
3,0.0,0.0,0.0,0.0,0.0,0.0,0
4,15.603,4.0,0.002,0.0,0.0,0.0,0
5,21.186,11.0,0.001,0.0,0.0,0.0,0
6,9.457,422.0,0.008,3.594,0.0,0.43700000000000006,0
7,4.849,25.0,0.019,4.793,0.0,0.6709999999999999,0
8,15.411,691.0,0.013000000000000001,6.837000000000001,0.0,0.47,0
9,5.393,71.0,0.021,0.0,0.0,0.0,0
10,2.81,14.0,0.026000000000000002,0.0,0.0,0.0,0
11,0.0,0.0,0.0,0.0,0.0,0.0,0
12,0.0,0.0,0.0,0.0,0.0,0.0,0
13,4.36,4.0,0.009000000000000001,0.0,0.0,0.0,0
14,0.0,0.0,0.0,0.0,0.0,0.0,0
15,5.2139999999999995,27.0,0.013000000000000001,0.0,0.0,0.0,0
16,3.122,7.0,0.016,3.883,0.0,0.609,0
17,11.717,514.0,0.002,5.022,104.478,0.48100000000000004,0
18,5.33,70.0,0.011000000000000001,4.156000000000001,36.07,0.711,0
19,9.783999999999999,1038.0,0.018000000000000002,3.295,0.0,0.511,0
20,9.064,311.0,0.006999999999999999,4.524,0.0,0.653,0
21,9.267999999999999,797.0,0.013000000000000001,3.8289999999999997,14.832,0.455,0
22,5.553,24.0,0.009000000000000001,6.496,0.0,0.63,0
23,4.077,29.0,0.005,2.497,0.0,0.611,0
24,5.667999999999999,20.0,0.01,5.197,0.0,0.574,0
25,5.827000000000001,46.0,0.003,3.458,133.466,0.76,0
26,5.789,77.0,0.012,0.0,0.0,0.0,0
27,5.0680000000000005,93.0,0.008,2.546,0.0,0.622,0
28,0.0,0.0,0.0,0.0,0.0,0.0,0
29,5.59,118.0,0.009000000000000001,4.773,0.0,0.614,0
30,0.0,0.0,0.0,0.0,0.0,0.0,0
31,3.515,9.0,0.015,2.8680000000000003,43.583,0.611,0
32,6.125,106.0,0.015,3.74,0.0,0.8240000000000001,0
33,4.2010000000000005,4.0,0.009000000000000001,4.681,0.0,0.7809999999999999,0
34,22.155,1208.0,0.003,6.0889999999999995,0.0,0.435,0
35,11.918,672.0,0.006,4.706,17.423,0.45299999999999996,0
36,3.859,44.0,0.03,3.991,23.58,0.716,0
37,13.943,26.0,0.003,0.0,0.0,0.0,0
38,5.914,30.0,0.012,0.0,0.0,0.0,0
39,7.215,4.0,0.004,0.0,0.0,0.0,0
40,4.694,152.0,0.047,6.032,0.0,0.66,0
41,3.2060000000000004,25.0,0.033,3.156,0.0,0.688,0
42,3.813,38.0,0.027999999999999997,5.646,17.948,0.654,0
43,6.74,140.0,0.006999999999999999,2.176,50.778999999999996,0.55,0
44,0.0,0.0,0.0,0.0,0.0,0.0,0
45,5.4239999999999995,28.0,0.033,0.0,0.0,0.0,0
46,0.0,0.0,0.0,0.0,0.0,0.0,0
47,5.343999999999999,26.0,0.015,0.0,0.0,0.0,0
48,0.0,0.0,0.0,0.0,0.0,0.0,0
49,4.019,39.0,0.027999999999999997,4.659,0.0,0.644,0
50,2.128,12.0,0.062,0.0,0.0,0.0,0
51,3.485,33.0,0.134,3.78,0.0,0.5329999999999999,0
52,10.975,1127.0,0.004,4.623,47.456,0.485,0
53,5.754,186.0,0.03,5.445,22.974,0.613,0
54,9.01,163.0,0.011000000000000001,5.506,0.0,0.498,0
55,0.0,0.0,0.0,0.0,0.0,0.0,0
56,15.154000000000002,1135.0,0.009000000000000001,5.257000000000001,25.785999999999998,0.488,0
57,1.986,4.0,0.03,0.0,0.0,0.0,0
58,8.845,150.0,0.013000000000000001,5.632000000000001,0.0,0.653,0
59,8.162,304.0,0.013999999999999999,5.102,0.0,0.64,0
60,3.509,111.0,0.05,3.1180000000000003,14.532,0.639,0
61,1.767,29.0,0.24100000000000002,4.322,0.0,0.5,0
62,8.129,113.0,0.006999999999999999,4.542,40.751999999999995,0.519,0
63,4.659,23.0,0.02,0.0,0.0,0.0,0
64,5.039,5.0,0.018000000000000002,0.0,0.0,0.0,0
65,0.0,0.0,0.0,0.0,0.0,0.0,0
66,5.797999999999999,38.0,0.011000000000000001,3.74,36.881,0.731,0
67,3.2260000000000004,12.0,0.06,2.917,10.794,0.778,0
68,4.126,61.0,0.016,3.0989999999999998,0.0,0.6709999999999999,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0
70,5.556,200.0,0.012,4.434,33.27,0.7,0
