,0,1,2,3,4,5,6,7,8,9,10,12
0,7.8083,1.6306,0,7.273,0,12.405,0,0,0,0,0,0
1,6.1501,1.1584,0,0,0,12.157,0,0,0,0,0,0
2,0,0,0,0,0,10.52,0,0,0,0,0,0
3,25.782,1.5748,0,0.35984,0,13.843,1.7253,0,0,0,0,0
4,8.5537,4.1406,0,0.16298,0,12.844,0,0,0,0,0,0
5,0,0,0,2.3944,0,7.0664,0,1.25,0,0,0,0
6,0,0,0,2.0086,0,5.4236,0,2.1833,0,0,0,0
7,6.1527,0.7451,0,1.962,0,12.744,0,2.1812,0,0,0,0
8,17.016,2.5869,0,1.4273,0,5.4838,2.6004,0.84167,0,0,0,0
9,22.033,4.4535,0,4.7849,0,12.195,0,0,0,0,0,0
10,15.363,3.6048,0,0,0,5.0954,0,1.1392,0,0,0,0
11,10.358,6.9122,0,2.9111,0,5.5228,0,0,0,0,0,0
12,0,1.4738,0,4.0091,0,13.631,0,0.71772,0,0,0,0
13,16.096,0.48424,0,0,0,12.546,1.3451,0.14913,0,0,0,0
14,0,0,0,0,5.6166,11,0,0,0,0,0,0
15,39.448,3.5299,0,0.91378,0,13.017,0,0.0068457,0,0,0,0
16,9.1701,0.71282,0,2.5132,0,12.065,0,0.49226,0,0,0,0
17,0,0,0,0.22685,0,10.386,0,0,0,0,0,0
18,5.1387,0.51796,0,9.7405,0,12.052,0,0.22419,0,0,0,0
19,0,0,0,0,0,9.4468,0,0,0,0,0,0
20,29.451,4.847,0,1.4464,0,12.568,0,0,0,0,0,0
21,0,0.23278,0,1.6548,0,10.452,0,0.30315,0,0,0,0
22,0,0,0,7.6942,0,5.2838,0,1.9083,0,0,0,0
23,6.9866,0.95719,0,0,0,10.599,0,0.73679,0,0,0,0
24,12.553,3.1028,0,3.7293,0,13.135,0,0,0,0,0,0
25,0,0,0,0,0,12.609,0,0,0,0,0,0
26,0,0,0,0,0,11.98,0,0,0,0,0,0
27,0,-5.0331,0,0,0,12.633,-1.2658,0,0,0,0,0
28,2.4317,0.064629,0,0,0,10.254,0,0.21563,0,0,0,0
29,4.5597,0.57627,0,-0.025136,0,13.749,0,2.6234,0,0,0,0
30,30.332,10.164,0,1.5293,25.144,14.714,0.86497,0,0,0,0,0
31,1.348,0.60421,0,0.54636,0,13.353,0,3.0316,0,0,0,0
32,7.6319,1.4091,0,0,0,9.7323,1.2634,0.14526,0,0,0,0
33,1.3899,1.544,0,0,0,5.4319,0,0,0,0,0,0
34,7.7082,0.18375,0,0.053261,0,11.429,0,0.56722,0,0,0,0
35,16.124,3.3346,0,7.899,12.808,6.6342,0,0.20426,0,0,0,0
36,8.1517,2.3438,0,6.2112,0,9.1738,0,2.669,0,0,0,0
37,0,0,0,-0.15419,0,11.733,0,2.1789,0,0,0,0
38,0,0,0,0,5.3479,11.273,0,0,0,0,0,0
39,3.1931,-0.61837,0,0,0,10.84,0,0.5847,0,0,0,0
40,22.64,3.6636,0,0,0,13.722,1.6342,0,0,0,0,0
41,0,0,0,0,0,7.4689,0,0,0,0,0,0
42,11.897,-0.39353,0,-0.083562,0,11.837,0,0,0,0,0,0
43,3.7482,3.1986,0,3.0962,0,9.4793,0,0,0,0,0,0
44,0,0,0,0,0,7.0789,0,0,0,0,0,0
45,5.8098,1.5665,0,8.7145,0,5.3974,0,0.25209,0,0,0,0
46,0,0,0,3.3752,0,12.689,0,0,0,0,0,0
47,0,0,0,22.1,0,9.1562,0,4.0811,0,0,0,0
48,0,0,0,0,0,10.186,0,0,0,0,0,0
49,0,0.5659,0,0,0,0,0,1.6073,0,0,0,0
50,0,0,0,5.8524,0,11.516,0,0.37,0,0,0,0
51,0,0,0,0.89913,0,11.14,0,0,0,0,0,0
52,5.479,0.70852,0,0,5.7124,5.7124,1.7842,0,0,0,0,0
53,8.679,0.53971,0,0.098844,0,11.322,0,1.2577,0,0,0,0
54,3.7157,1.8863,0,1.1373,0,13.1,0.84442,2.468,0,0,0,0
55,13.028,2.2275,0,-0.60548,0,12.574,0,0,0,0,0,0
56,18.245,2.8416,0,3.7113,0,13.698,0,0.28331,0,0,0,0
57,23.196,0,0,0,0,4.4114,7.3927,0.24641,0,0,0,0
58,0,0,0,0.92824,0,9.2969,0,3.5167,0,0,0,0
59,0,0,0,0.0447,0,11.847,0,2.3721,0,0,0,0
60,0,0,0,0,0,11.215,0,0,0,0,0,0
61,0,0,0,0,0,9.902,0,0,0,0,0,0
62,10.969,3.8759,0,2.8797,0,9.4621,0,2.1559,0,0,0,0
63,6.5248,1.1236,0,0,0,12.65,0,0,0,0,0,0
64,0,0,0,20.378,0,6.2221,0,3.0521,0,0,0,0
65,0,0,0,0.32,0,10.099,0,0.10863,0,0,0,0
66,10.986,1.5697,0,0,0,5.41,0,0.41833,0,0,0,0
67,0,0,0,0,0,11.537,0,0,0,0,0,0
68,0,0,0,0,0,10.565,0,0,0,0,0,0
69,0,0,0,0.48937,0,9.8531,0,0.34074,0,0,0,0
70,6.9652,0.050283,0,0,5.8228,12.685,0,0,0,0,0,0
71,0,0,0,2.3976,0,9.9179,0,1.3181,0,0,0,0
72,11.304,0.56858,0,13.281,0,12.593,1.7038,2.517,0,0,0,0
73,0,0,0,2.3881,0,10.132,0,0,0,0,0,0
74,14.486,0.16609,0,0,0,13.612,0,0,0,0,0,0
75,27.884,3.2019,0,0,0,9.9527,1.6113,1.6514,0,0,0,0
76,15.983,2.4026,0,0,0,9.8431,4.0729,1.4542,0,0,0,0
77,13.482,0.52662,0,-0.2591,0,11.832,0,0,0,0,0,0
78,0,0,0,13.435,0,13.218,0,4.5,0,0,0,0
79,0,0,0,0,0,11.894,0,0,0,0,0,0
80,0,0,0,0,0,12.579,0,0,0,0,0,0
81,15.142,2.6441,0,0,0,11.092,0,0.76944,0,0,0,0
82,7.2247,0.99834,0,0.89947,0,9.7916,0,1.2666,0,0,0,0
83,0,0,0,0,0,7.6361,0,0,0,0,0,0
84,0,0,0,-0.68495,5.0785,10.804,0,0,0,0,0,0
85,0,0,0,0,0,14.525,0,0,0,0,0,0
86,0,0,0,7.5247,0,11.449,0,0.1975,0,0,0,0
87,21.796,3.9261,0,0.13145,11.81,12.107,1.1335,0,0,0,0,0
88,18.195,0.45747,0,-0.60577,6.0433,13.448,1.5803,0,0,0,0,0
89,0,0,0,0,0,12.746,0,0,0,0,0,0
90,8.0391,2.3174,0,0,0,4.266,1.8974,0,0,0,0,0
91,2.7038,-1.253,0,0.57218,0,11.696,0,0,0,0,0,0
92,1.4742,0.68701,0,-0.14823,5.6163,9.0377,0,2.0752,0,0,0,0
93,12.577,2.0992,0,5.2895,0,4.3913,7.1382,0.99706,0,0,0,0
94,5.267,0.26049,0,0,0,12.22,0,0.50212,0,0,0,0
95,17.228,0.91504,0,0.19678,0,12.075,0,0,0,0,0,0
96,5.3731,0.17778,0,0,0,12.107,0,0,0,0,0,0
97,8.0856,1.2264,0,11.871,0,4.3784,0,0.72282,0,0,0,0
98,9.8475,1.0222,0,3.4691,0,12.093,0,0.53724,0,0,0,0
99,0,0,0,0,0,11.992,0,0,0,0,0,0
100,12.501,1.9294,0,0.57935,0,10.514,0,0,0,0,0,0
101,8.1813,2.3812,0,0,0,5.7039,0,0.53321,0,0,0,0
102,0,0,0,0.52315,0,7.0887,0,0.47083,0,0,0,0
103,9.0453,0.68282,0,3.4641,0,11.582,0,2.9117,0,0,0,0
104,14.67,1.3553,0,0,0,12.735,1.7431,0,0,0,0,0
105,10.52,3.0665,0,1.5092,0,11.374,0,0.69589,0,0,0,0
106,0,0,0,0,0,11.366,0,0,0,0,0,0
107,5.0247,-0.16954,0,0,0,10.798,0,0,0,0,0,0
108,0,4.2365,0,0,0,11.344,0,0,0,0,0,0
109,8.8645,1.4986,0,0,23.201,11.628,0,0,0,0,0,0
110,0,0,0,2.7062,0,12.856,0,1.8298,0,0,0,0
111,0,0,0,-2.3864,0,12.169,0,0,0,0,0,0
112,7.2585,1.5218,0,0.27711,0,9.43,0,2.0847,0,0,0,0
113,3.9387,3.8198,0,0.8496,0,11.271,0,1.02,0,0,0,0
114,9.2029,0.7098,0,0.36297,0,11.335,0,0.08871,0,0,0,0
115,0,0,0,0,0,10.384,0,0,0,0,0,0
116,17.028,3.4638,0,0.76929,0,11.985,0,0.025772,0,0,0,0
117,0,0,0,0,11.41,5.7225,0,0,0,0,0,0
118,14.636,2.6807,0,0,6.0822,12.028,0,0,0,0,0,0
119,0,0,0,0,0,11.75,0,0,0,0,0,0
120,3.4986,2.6069,0,2.7772,11.898,5.9816,0,0,0,0,0,0
121,0,0,0,5.3118,0,9.9146,0,0.92897,0,0,0,0
122,0,0,0,5.8928,0,5.1668,0,0,0,0,0,0
123,0,0,0,15.932,0,3.3623,0,2.6572,0,0,0,0
124,0,0,0,3.4894,0,10.126,0,2.935,0,0,0,0
125,17.433,5.9739,0,0.38494,6.1179,11.816,0,0,0,0,0,0
126,10.875,1.5051,0,10.066,0,2.2447,0,1.0579,0,0,0,0
127,27.712,4.0085,0,0.6308,0,13.041,0,1.6357,0,0,0,0
128,0,0,0,4.0076,0,10.956,0,0,0,0,0,0
129,7.2211,1.2744,0,1.5095,0,11.46,0,1.4214,0,0,0,0
130,8.4051,-1.6747,0,0,0,11.071,0,0,0,0,0,0
131,0,0,0,1.6513,0,10.824,0,2.4659,0,0,0,0
132,8.5209,2.7554,0,5.8009,0,12.375,2.5344,3.3886,0,0,0,0
133,4.095,0.34954,0,0,0,10.569,0,0.23222,0,0,0,0
134,8.4584,-2.436,0,0,0,11.774,0,0.20095,0,0,0,0
135,0,0,0,0,11.342,13.687,0,0,0,0,0,0
136,11.91,2.1157,0,-0.57939,6.0774,12.276,0,0.44646,0,0,0,0
137,4.0821,0.23259,0,0,0,10.386,0,0.8728,0,0,0,0
138,15.439,3.6974,0,1.3574,0,7.2008,0,0.90278,0,0,0,0
139,0,0,0,0,0,9.5236,0,0,0,0,0,0
140,0,0,0,0,0,11.644,0,0,0,0,0,0
141,0,0,0,0,0,11.496,0,0,0,0,0,0
142,14.851,1.0503,0,0,0,11.96,3.3969,0,0,0,0,0
143,0,0,0,0,0,8.0801,0,0,0,0,0,0
144,10.034,1.1781,0,1.0996,0,11.096,0,1.7808,0,0,0,0
145,8.2479,0.17537,0,0.63196,0,11.869,0.97695,0.72655,0,0,0,0
146,0,0,0,0,0,10.688,0,0,0,0,0,0
147,10.527,7.685,0,3.6914,0,5.4854,0,0,0,0,0,0
148,9.5067,2.2109,0,-0.38226,24.548,12.204,0,0,0,0,0,0
149,0,2.8586,0,0,0,7.4965,0,0,0,0,0,0
150,12.429,3.3703,0,1.1014,0,12.477,0,0,0,0,0,0
151,26.359,5.1978,0,2.0974,5.9762,10.763,0,3.3833,0,0,0,0
152,15.154,2.2022,0,2.9057,0,5.8671,3.3483,0,0,0,0,0
153,6.8074,2.5436,0,0.73574,0,12.372,0,0,0,0,0,0
154,1.7552,1.994,0,-0.35417,0,10.004,0,2.3683,0,0,0,0
155,4.4204,-0.25695,0,0,0,12.123,0,0.60655,0,0,0,0
156,11.171,4.3559,0,1.1378,0,12.982,0,0,0,0,0,0
157,1.7312,2.3511,0,0.43981,0,13.003,0,0,0,0,0,0
158,0,0,0,17.165,0,10.9,0,1.6678,0,0,0,0
159,5.9874,2.4806,0,1.6704,0,9.7383,0,0.40532,0,0,0,0
160,0,0,0,7.2256,0,5.6867,0,0.84778,0,0,0,0
161,0,0.96069,0,0,0,11.967,0,0,0,0,0,0
162,0,-4.2011,0,0,0,13.489,0,0,0,0,0,0
163,29.638,3.4313,0,0.099105,5.9367,13.27,0,0,0,0,0,0
164,19.619,1.7928,0,2.6246,0,11.329,0,3.0833,0,0,0,0
165,0,0.41049,0,0,10.965,10.524,0,0,0,0,0,0
166,9.8089,-0.29212,0,0,5.8384,10.92,2.2571,0.40803,0,0,0,0
167,4.7178,0.78698,0,2.3973,0,11.241,0,1.9679,0,0,0,0
168,6.5834,0.47385,0,1.9919,0,12.754,0,1.0957,0,0,0,0
169,18.023,1.4185,0,0,0,13.2,0,0.73555,0,0,0,0
170,0,0,0,3.5902,0,11.007,0,0,0,0,0,0
171,0,0,0,0,0,11.1,0,0,0,0,0,0
172,0,1.8806,0,5.4888,0,12.205,0,0,0,0,0,0
173,12.239,2.8655,0,0,0,12.637,0,0.88676,0,0,0,0
174,0,0,0,0,0,11.599,0,0,0,0,0,0
175,18.695,1.3244,0,7.3108,0,13.932,0,0.50036,0,0,0,0
176,5.9155,-1.0401,0,0,0,12.625,0.45979,0,0,0,0,0
177,3.2915,1.9164,0,0,0,10.728,0,0.29594,0,0,0,0
178,3.5311,2.6003,0,0.81452,5.6464,12.042,0,0,0,0,0,0
179,1.4484,0.41458,0,-0.16661,0,11.329,0,1.1484,0,0,0,0
180,0,0.80626,0,0,0,10.973,0,0,0,0,0,0
181,0,0.16435,0,0,0,10.12,0,0,0,0,0,0
182,0,-3.2518,0,0,0,11.833,0,0,0,0,0,0
183,6.7381,-0.54688,0,5.069,0,12.502,0.75966,1.3408,0,0,0,0
184,0,0,0,0,0,11.393,0,0,0,0,0,0
185,18.237,3.3416,0,0.99675,0,12.302,0,0.59897,0,0,0,0
186,0,0,0,0,0,10.707,0,0,0,0,0,0
187,16.237,4.4776,0,0.47387,0,11.33,0,0,0,0,0,0
188,0,0,0,3.0488,0,11.971,0,0,0,0,0,0
189,0,0,0,0,0,12.259,0,0,0,0,0,0
190,15.185,6.1948,0,7.522,0,5.4839,0,0.16316,0,0,0,0
191,15.451,1.2473,0,0,0,10.775,0,0.084842,0,0,0,0
192,12.795,0.79717,0,0,0,12.17,0,0,0,0,0,0
193,0,0,0,0.016458,0,12.111,0,0.8081,0,0,0,0
194,0,0,0,22.584,0,11.796,0,2.5976,0,0,0,0
195,8.1503,2.283,0,0,0,5.1076,0,0.99981,0,0,0,0
196,0,0,0,0,0,10.329,0,0,0,0,0,0
197,0,0,0,0,0,8.155,0,0,0,0,0,0
198,0,3.6444,0,4.9347,0,11.393,0,0.9006,0,0,0,0
199,4.3176,1.5179,0,0,11.668,12.156,0,0,0,0,0,0
200,8.0926,2.2556,0,1.3324,5.7911,5.7911,0,0.3693,0,0,0,0
201,10.075,1.1541,0,1.2966,0,8.5906,0,0.59226,0,0,0,0
202,20.979,2.4507,0,2.8193,0,11.046,0,3.7935,0,0,0,0
203,9.8436,0.10241,0,0,0,10.593,1.4159,0,0,0,0,0
204,7.2417,1.737,0,0,0,11.149,0,0.11583,0,0,0,0
205,12.737,1.7589,0,0.57467,0,12.41,0,0,0,0,0,0
206,0,0,0,0,0,11.473,0,0,0,0,0,0
207,0,0,0,0,0,12.187,0,0,0,0,0,0
208,2.6698,0.75457,0,0,0,11.488,0,0.0076191,0,0,0,0
209,7.5341,1.8184,0,0.17146,0,11.241,0,0.36556,0,0,0,0
210,0,0,0,0,0,10.786,0,0,0,0,0,0
211,1.0857,-2.0186,0,-0.10296,0,11.928,0,0,0,0,0,0
212,0,3.5098,0,0.47966,0,4.5602,0,0,0,0,0,0
213,9.2619,-2.2806,0,-0.56861,5.405,13.5,0,0,0,0,0,0
214,0,0,0,0,0,12.447,0,0,0,0,0,0
215,9.6566,1.5949,0,7.2382,0,12.822,0,0.58113,0,0,0,0
216,15.923,4.2251,0,0,0,4.0789,0,0.73738,0,0,0,0
217,12.161,1.4074,0,0,0,11.967,0,0,0,0,0,0
218,19.46,0.44454,0,0.28271,0,10.735,3.293,1.1553,0,0,0,0
219,0,0,0,0,0,12.493,0,0,0,0,0,0
220,0,2.6494,0,0.30752,0,11.737,0,0,0,0,0,0
221,0,0,0,0,0,12.381,0,0,0,0,0,0
222,0,0,0,0,0,11.065,0,0,0,0,0,0
223,0,0,0,0,0,11.332,0,0,0,0,0,0
224,10.393,1.8556,0,0,0,9.8151,1.1769,0.61772,0,0,0,0
225,1.9349,1.7341,0,0.25185,0,12.535,0,0,0,0,0,0
226,13.445,4.2685,0,0,6.2704,12.469,0,0,0,0,0,0
227,9.2238,0.78745,0,2.2969,0,12.107,0,0,0,0,0,0
228,12.84,0.54719,0,0,0,11.379,1.0406,0.69444,0,0,0,0
229,0,-1.3023,0,0,0,11.643,0,0,0,0,0,0
230,7.2163,1.4266,0,0,0,11.816,0,0.35679,0,0,0,0
231,9.4136,0.9207,0,0.29151,0,11.761,0,0.17226,0,0,0,0
232,5.7031,2.2627,0,0.22184,0,5.4975,0,0,0,0,0,0
233,0,0.77083,0,1.6118,0,9.474,0,1.1957,0,0,0,0
234,19.008,2.3301,0,0,0,12.65,0,0,0,0,0,0
235,0,0,0,-0.57672,0,10.494,0,2.3204,0,0,0,0
236,8.7626,2.7737,0,4.1376,0,5.4573,0,1.2913,0,0,0,0
237,9.8642,0.92134,0,7.2867,0,12.579,0,0.65117,0,0,0,0
238,0,0,0,2.0154,0,11.16,0,0,0,0,0,0
239,15.89,3.9329,0,0.43288,0,10.669,0,1.9311,0,0,0,0
240,0,0,0,0,0,8.4999,0,0,0,0,0,0
241,0,0,0,0,0,12.345,0,0,0,0,0,0
242,0,0,0,0,0,10.885,0,0,0,0,0,0
243,0,0,0,0,0,3.9503,4.1492,0,0,0,0,0
244,16.126,2.3035,0,0.87204,0,5.3752,0,0.60821,0,0,0,0
245,0,0,0,0,0,7.9799,0,0,0,0,0,0
246,8.1055,0.28337,0,-0.52322,0,12.013,0,1.0236,0,0,0,0
247,0,-1.5627,0,0,0,11.224,0,0,0,0,0,0
248,8.1084,2.1399,0,1.5303,0,8.6245,0,2.4201,0,0,0,0
249,7.1621,4.3371,0,0.1158,0,13,0,0,0,0,0,0
250,11.524,1.0965,0,0,0,11.637,2.069,0,0,0,0,0
251,0,0,0,4.2085,0,11.246,0,0,0,0,0,0
252,0,0,0,0,0,8.505,0,0,0,0,0,0
253,0,0,0,0,5.8828,5.8828,0,0,0,0,0,0
254,19.897,2.0698,0,2.8424,0,12.508,0,1.7131,0,0,0,0
255,14.517,2.8692,0,0,18.234,9.4835,1.7297,0,0,0,0,0
256,12.677,3.0591,0,0,0,12.076,0,0.01139,0,0,0,0
257,6.0746,0.77741,0,0,5.6329,11.526,0,0,0,0,0,0
258,9.1698,1.6486,0,0,0,11.327,0,0,0,0,0,0
259,0,0,0,0,0,12.486,0,0,0,0,0,0
260,0,0,0,4.1729,0,12.501,0,1.2531,0,0,0,0
261,0,1.2397,0,0,0,10.008,0,0,0,0,0,0
262,0,0,0,0,0,7.9913,0,0,0,0,0,0
263,6.1554,0.32384,0,0,0,11.659,0,0,0,0,0,0
264,3.9484,3.8776,0,-0.35859,0,10.171,0,2.4816,0,0,0,0
265,0,0,0,0,0,6.0584,0,0,0,0,0,0
266,7.1285,1.3513,0,0.80758,5.8878,11.375,0,0,0,0,0,0
267,0,0,0,12.415,0,3.5748,0,0.18571,0,0,0,0
268,8.2952,7.9217,0,1.1606,0,5.5649,0,0,0,0,0,0
269,0,0,0,3.5623,0,10.644,0,0,0,0,0,0
270,4.0546,3.6453,0,8.2387,0,10.494,0,3.9356,0,0,0,0
271,10.052,1.1244,0,0,0,4.284,0,0.26294,0,0,0,0
272,19.585,4.4735,0,0,6.1668,6.1668,3.9024,0.12521,0,0,0,0
273,15.66,1.1262,0,11.288,0,13.208,0,1.4833,0,0,0,0
274,12.449,1.8618,0,0,0,12.957,0,0,0,0,0,0
275,0,0,0,0,0,12.291,0,0,0,0,0,0
276,0,0,0,0,0,10.654,0,0,0,0,0,0
277,0,0.34173,0,0.85063,0,5.2045,0,0,0,0,0,0
278,14.301,2.5685,0,0.52431,0,9.4639,0,1.7756,0,0,0,0
279,17.078,2.3488,0,0,0,12.228,0,0,0,0,0,0
280,0,0,0,0,0,10.146,0,0,0,0,0,0
281,11.198,0.72385,0,0,0,11.252,0,0.49331,0,0,0,0
282,0,0,0,0,0,10.53,0,0,0,0,0,0
283,21.257,2.6399,0,2.8545,0,6.1579,0,1.4048,0,0,0,0
284,16.372,1.7788,0,0,0,11.837,1.2151,0.52583,0,0,0,0
285,0,0,0,0,11.324,13.846,0,0,0,0,0,0
286,7.7581,1.9748,0,0,0,11.627,0,0,0,0,0,0
287,5.0427,-0.07645,0,-0.2528,0,12.459,0,0.85012,0,0,0,0
288,0,0,0,0,0,2.1981,0,0.0055957,0,0,0,0
