,0,1,2,3,4,5
0,0.48992663909999995,-0.4515278957,-1.0479900502,-0.5986932777,-0.0204175579,0
1,-0.6412649903000001,0.1092450936,0.2921303357,-0.9168042258,0.2402227761,0
2,0.8705931195000001,-0.45986223369999996,0.5781592121,0.8066335684999999,0.835248172,0
3,-0.6284390837,-0.3162843733,1.9342948377000002,-1.4270993561,-0.136582573,0
4,-0.5963987718,0.0159376383,2.0432062486,-1.688447557,-0.9481272433,0
5,0.16473505789999998,-0.6427276910999999,-0.9806192819,-0.3864150934,-0.24204627239999998,0
6,2.4708037226,-0.7072768040999999,0.7871429094,-0.9162242109000001,-0.35077740049999995,0
7,-0.4871771054,-0.1172261184,1.4044768613,-1.3663622511000002,-0.6717473811,0
8,-0.6870395261,0.5747836129999999,-0.1416534725,-0.17518106149999998,-0.136582573,0
9,-0.6009613197,-0.7640638084,-0.3140196386,1.2911469093,-1.5456438626,1
10,-0.5832561186,-0.526312511,0.057808175499999996,0.5300618587,1.3576928006,1
11,-0.1908304222,-0.24076655239999997,0.6557987087,-1.4093837916999998,2.9387232032,1
12,-0.8316401528,-0.802773301,-0.4563641187,0.5419232896,-0.136582573,1
13,-0.32369978120000004,1.0414031405,-1.4331662386000001,-0.7865419109,-0.3807797905,1
14,0.6815000818000001,0.3200534373,-0.3118833368,1.508865935,-0.8736928251999999,0
15,-0.3341209759,0.8273400223,-1.2103003615999999,-0.260763395,-0.3490001889,0
16,-0.8274758672,-0.9333520381999999,0.580666152,0.8555205415,-0.7427941523999999,0
17,-0.0137469701,1.1373073656000001,-1.4271268906999999,-0.7828647166,0.1428809165,0
18,0.256721985,1.1894307596,1.0094717394,-0.9640691656999999,-0.4275831714,1
19,-0.5855630118,0.1183631626,1.3201269781,-1.2842487083,0.7261450976,0
20,-0.7957010634999999,-0.6142266756,1.1693431873,0.8467449909,-0.8739534134,0
21,-0.333088056,1.5535072618999999,-1.4696605841,-0.7856116272,-0.35105883579999997,0
22,-0.7777583025,-0.7251898145000001,0.7448599101000001,1.1072997515,-1.3810198628,1
23,-0.3333244514,1.0344353379,-0.1471341618,-0.19743882079999997,-0.3095075235,0
24,-0.2547142439,0.17156756480000002,1.8507013587999999,-1.3804985458,-0.6094945935,1
25,-0.1394848734,1.2181127264,-0.1022988383,0.004991413,-0.815131704,0
26,-0.2328121509,1.1510197192,-1.2771427274,-0.7314919653,-0.3542258513,0
27,-0.8240557031,-1.1279558343,-0.3903311054,0.3713022299,-0.136582573,0
28,-0.19893890120000002,1.434067609,0.3230564651,-0.8990058022,-0.136582573,0
29,0.9897340770999999,1.1369548629000001,-0.2371333045,-0.2127928958,-0.3783233122,0
30,-0.4691726255,0.5056695904999999,-0.0092557087,-0.8170391463,-0.3891446722,0
31,-0.8835934591,-1.2143765626,-0.6973523618,-0.16927545489999998,1.4469303667,0
32,-0.38128593590000004,1.5809437194,-1.4682482691999998,-0.1078516223,-0.39128670740000004,0
33,-0.0842871275,-0.2696130204,0.6285141257,-1.7535837363,2.8551612485000004,1
34,0.5737363811999999,1.5657156041999998,0.1179174626,0.16940304879999998,-0.4409982528,0
35,-0.8126307012999999,-1.114160055,-0.1911223126,1.9831097474000001,-1.2687671455,0
36,-0.22496102850000002,1.2438454209999998,0.0012583108,0.0151454406,-0.6664591775,0
37,2.4012592208,-0.4259550024,-0.2913923448,0.09617679109999999,-0.33269605280000003,0
38,0.1641178679,-0.1984309823,-0.2722607193,0.898544593,1.1306283897,1
39,-0.3951587365,0.2859664296,1.8701733662,-1.3690237915,0.5625825604,1
40,2.9888590230000003,-1.8327155872,-0.679191095,-0.5989860471,-0.23279417460000001,0
41,0.3140624283,0.1925767236,-1.2445665560999999,-0.6553216924,0.0193007769,0
42,-0.6397406475,-0.3523277707,0.996115801,1.6402104423,-0.136582573,0
43,2.0401914337,-1.755186151,-0.6094787152000001,-0.3280212739,-0.3669964111,0
44,0.1079023407,1.2054226305,-1.3116693411,-0.700590477,-0.30798690440000004,0
45,-0.335367001,0.993979782,-1.2554360857,-0.7532864659,-0.3153704109,0
46,-0.8075953626000001,-0.8353504223,0.0329073465,0.5484980476,-0.136582573,1
47,0.06382798860000001,2.0812742517,-1.3620707196000001,-0.1951476362,0.6965162173999999,0
48,-0.5326954492,-0.6701147981000001,0.8083654523999999,0.3765236197,0.7675490906,1
49,-0.41154454840000004,1.1991245829000001,1.1456461218,0.476638968,-0.5765579802,0
50,-0.773546272,-0.8754523005,-0.2973398436,-1.2848852182,-0.136582573,0
51,-0.5917547083,0.275696852,-0.3694802811,-0.11927615890000001,-0.3329218959,0
52,1.0401689795,0.5934192539,-0.4206391444,0.1404437317,0.8874995839,0
53,0.2744574633,-0.08702839009999999,-0.5102092978,-0.2723021769,-0.38167621399999996,0
54,-0.281776278,2.4553618297999997,-1.4978182737999999,-0.8086590604,-0.136582573,0
55,-0.6439585006,-0.6431025189,0.2567846442,0.9278843094,0.7940526495,1
56,-0.6354331272,0.8917305091,1.0841612594,0.37433789240000004,-0.136582573,0
57,-0.4611689523,0.6137821578,-1.5789501971000002,0.11556711720000001,1.785272895,0
58,-0.8310031662,-0.7814175146,-0.47449729049999995,-1.5145711321000002,-0.136582573,1
59,2.6377943718,-0.5607896217,-1.0056087182,-0.6105950083,-0.24211680489999998,0
60,0.0006545178,0.9685643398999999,-0.2950230853,-0.1457007354,-0.46726207049999996,0
61,-0.4134904436,0.6268130063,1.5249180345,-1.149799489,-0.7052590256999999,0
62,0.31861566010000003,0.5087011134,-0.3450051997,-0.8927938674,2.6573747922999997,0
63,-0.0984266007,-0.7185721645,0.6723963798,0.197479789,0.6471295386,1
64,-1.0389736001,-1.7724211813,-1.3072832769,1.4318319169,-2.1932490115,1
65,-0.6418216258,1.0636578088,0.2443299074,0.2906010611,-0.136582573,0
66,-0.7900182576000001,-0.7273189306,0.1700564098,1.8836535069999998,-0.136582573,1
67,-0.3924128233,-0.4012786408,0.7246206926000001,-1.548729241,-1.4607598569999998,1
68,0.40600044609999997,1.0547394914,-1.1383598309,-0.6531535414,0.0525714642,0
69,-0.7619687195,-0.26817950960000003,1.2772928842,-1.1837567269,-0.5323431089,0
70,0.17192939699999998,1.1349103474,-1.1413324997,-0.6824681490000001,-0.3216696968,0
71,0.917569429,1.2369598689,-1.2377697234,-0.2223392887,0.14683143380000002,0
72,0.0435573734,0.7236337383,0.454919343,-0.0411486495,-0.136582573,0
73,-0.6569497675,2.2168232765,-1.3739689590000002,1.0983609932,-0.8057227320999999,0
74,-0.3057977781,2.5756827394,-1.4713873469999998,-0.8079484793,-0.4028880948,0
75,-0.7817211281,-0.5661265120000001,0.8301715073,1.5980903102000001,-0.136582573,0
76,-0.2785831932,0.5832554271,0.3483852027,-0.0816191287,-0.136582573,0
77,-0.5220576557,1.2518824817,-1.3190680556,-0.7114086344,-0.2812550703,0
78,1.2651754873999999,-0.9063162588,-0.9634553881999999,-0.4013911543,-0.0109046982,0
79,-0.7533618304,-0.358972446,1.3899430933,-1.4765035718000001,-1.1306692889,0
80,-0.8592937578000001,-1.1156570163,-0.3457648457,-1.3751026493,3.0316315886000003,0
81,-0.4382118138,-0.6508446525,-0.0064645768999999995,1.0935526443,1.4622164713999999,1
82,0.0788746147,1.0673473367,-0.12779830720000002,0.0952590618,1.8170994025,0
83,0.0156021605,1.7065521688999998,-1.5166527403999999,-0.022790297999999997,-0.136582573,0
84,2.7461286819999997,-1.8023839079,-0.9458149597,-0.3878279696,-0.2653489393,0
85,-0.5565061729999999,-0.2956277171,2.3164626983,-1.4703192566999999,0.5425259540999999,0
86,0.1583966332,0.21827416789999998,0.9112364348,0.3981159939,1.0610252771,1
87,1.2595858422,-0.8889108522,-0.6232733681,-0.31099369260000004,-0.4002092479,0
88,-0.4648744212,1.3338981017,0.6410920483,0.3466980466,-0.136582573,0
89,-0.7000866895000001,-0.7046706344,0.3055727204,2.2535950667,-1.7065727214,1
90,-0.38662754060000004,1.4194387484,-1.2883493971,-0.7676236315,-0.3467174361,0
91,0.06094116980000001,-0.3495441747,0.7597394629,0.9203265391,2.1892541205000002,1
92,-0.8142645079999999,-0.9583080518000001,-0.4747858047,-0.8998080306,1.4335969362999998,1
93,-0.5718357749,-0.1982077306,1.3818819848,0.8333368534000001,1.6757737265000001,1
94,1.0865630343000001,0.2476258898,0.5364597246,-1.0486446334000001,0.9888736118000001,1
95,0.4402020874,0.1627667483,-0.4447738439,-0.2690807087,0.0706337021,0
96,-0.7937085879000001,-0.8695373056999999,-0.0054380283,1.5215584696000002,-0.136582573,1
97,-0.1465091942,0.5333645499,-1.3433259409,-0.7781442487000001,-0.4074970317,0
98,-0.7435683062999999,-0.4965366109,1.3605513840999999,0.8245487484,-0.136582573,0
99,-0.4638845882,-0.23975604469999998,1.6643449553,-1.187614705,0.4618374188,0
100,0.6433274634,0.2138091341,-1.1369853362,-0.29058018,-0.43364619060000004,0
101,-0.2088942922,1.4142569591999998,0.3975838984,-0.9213250782,-0.136582573,0
102,-0.3362264089,0.0162196404,0.25683867309999997,0.419886641,-1.338629109,1
103,-0.4598693598,-0.6040487487,0.0017467318,1.0375849695000001,1.7179542724,1
104,-0.36163716869999996,1.9718456745,-1.3647926944,-0.1709062762,-0.4129641725,0
105,1.3237153753,0.0808216288,0.05993259099999999,0.0652803246,-0.5815942818,0
106,-0.7561170597,0.11413313060000001,0.0602308304,-0.0830942749,-0.136582573,0
107,-0.5434147583,0.6689018245,-1.2332323781999999,-0.7072619042,-0.136582573,0
108,-0.7395425973,-0.8967129112000001,-0.2705890658,0.9022230427,1.7854987381,1
